Date,Ret,Vol5,Vol10,Vol20,Vol100,Mom10,Mom20,Mom50,Mom100,VIX,VIXchg,CreditSpread,TermSpread,VIX_Regime,RSI14,Crash
2023-02-17,-0.0024982088000626845,0.009270591953557037,0.009058097463413779,0.009714130852049373,0.014188490222744758,-0.012343869170052257,0.028746195950927422,0.038849706947348794,0.12302746168516498,20.020000457763672,-0.0248417053981681,1.0300000000000002,-0.7799999999999998,0,56.592247033332406,0
2023-02-21,-0.02006091419345668,0.009798276591103626,0.010803670883689189,0.01049761271835336,0.014343192339398153,-0.02620600160007136,-0.003844001928501317,0.019744084275840068,0.10331480502956403,22.8700008392334,0.12438548021955698,1.0300000000000002,-0.7199999999999998,1,43.01112867229771,0
2023-02-22,-0.0013781611135516014,0.009659550870548147,0.009340883865749569,0.010499259860255095,0.014221547468601221,-0.04010211532420205,-0.004147940803107875,0.010423386711144289,0.08053360199662563,22.290000915527344,0.17874146458958307,1.0300000000000002,-0.73,1,37.51526579635232,0
2023-02-23,0.005319389078144221,0.010230812062039022,0.009422630389781101,0.01057037650818302,0.014056969649479459,-0.02432734257462521,0.000774195013408363,0.023443455476189756,0.10945674540229544,21.139999389648438,0.15962698411868037,1.0300000000000002,-0.7800000000000002,1,32.18386967359541,0
2023-02-24,-0.010682543546787215,0.009763326151838473,0.009591008091429102,0.010505011030278196,0.014007985191304235,-0.0263088781035965,-0.020679617654919658,-0.0018797004434083497,0.11484439998235008,21.670000076293945,0.0743678727975301,1.0300000000000002,-0.8300000000000001,1,32.29086944466742,0
2023-02-27,0.0034060466286747193,0.010593360179767688,0.009658315307373027,0.010526180532567158,0.013776676997181317,-0.02526723081157678,-0.019596629239711505,-0.006004357381661274,0.08986766513573041,20.950000762939453,0.04645356063491657,1.0300000000000002,-0.8600000000000003,1,36.224970321707865,1
2023-02-28,-0.0036959170148851417,0.0063183345479989874,0.008259579792642448,0.010193147784998772,0.013445566664677876,-0.040137456140780126,-0.010808913662019304,-0.0033056986401736044,0.053204465996724126,20.700000762939453,-0.09488412753231379,1.0300000000000002,-0.8899999999999997,1,26.355332583755967,0
2023-03-01,-0.0038360486126257642,0.0064105451974751804,0.008164669727259377,0.009561801652735699,0.013449737090662184,-0.04337934194652926,-0.02888224744108603,0.01776699549851224,0.05161258800701218,20.579999923706055,-0.07671605749599109,1.1100000000000003,-0.8799999999999999,1,28.50584106668657,0
2023-03-02,0.007777529968308272,0.0071536027921536615,0.008741129470058832,0.009392517798498827,0.01342318800267429,-0.03905978059178283,-0.031621038399022416,0.03793690620762313,0.07083798620647941,19.59000015258789,-0.07332068504313816,1.1100000000000003,-0.8099999999999996,0,37.29479972698351,0
2023-03-03,0.016037518609571144,0.00836862945798545,0.010007906679820044,0.00953106958729012,0.013192398800485273,-0.010017730695225269,-0.030207882216487292,0.06360190537167898,0.11923145942764246,18.489999771118164,-0.14674666792708346,1.1100000000000003,-0.8900000000000001,0,45.41107800307546,1
2023-03-06,0.0006928815712168301,0.008498683099217773,0.010004324664941808,0.00929290067226439,0.013162230921334204,-0.006850695893698133,-0.019110000969914775,0.0628843958829659,0.12862452175990247,18.610000610351562,-0.11169451395569163,1.1100000000000003,-0.9099999999999997,0,38.83556590303939,0
2023-03-07,-0.01532875545845902,0.011854833128713363,0.009050144503097416,0.0097795637693917,0.013245376476613509,-0.0020547445711572854,-0.028206899531709184,0.031173049454225055,0.11840677758466378,19.59000015258789,-0.053623215914990086,1.1100000000000003,-1.0299999999999998,0,33.4638241372223,0
2023-03-08,0.001632089388280411,0.011537220569874647,0.009055511294706354,0.009206794385331047,0.013237614574031314,0.0009534664342272237,-0.03918688491087796,0.04780423351929386,0.12393933214199926,19.110000610351562,-0.07142853832867135,1.1100000000000003,-1.0699999999999998,0,32.39015572691645,0
2023-03-09,-0.018449781555725853,0.014037272557272546,0.010540436582539666,0.009730943242909925,0.013136649503798645,-0.022712478934692193,-0.04648728725355422,0.022590092529802597,0.07483695119089662,22.610000610351562,0.15416030802657854,1.1100000000000003,-0.9700000000000002,1,31.17976651354047,0
2023-03-10,-0.014429490596392203,0.009561226455644126,0.010933004070572823,0.010009632571133556,0.013010983051920432,-0.0264138637326512,-0.052027822715060346,0.01182484621385016,0.08403127299334856,24.799999237060547,0.34126552428620127,1.1100000000000003,-0.8999999999999995,1,28.236591049529693,0
2023-03-13,-0.0014251477600035756,0.009047780018376774,0.010742239886158132,0.009946812146914025,0.012769088867459522,-0.031101481366841655,-0.05558286387014055,0.023097939611793628,0.05536647733486255,26.520000457763672,0.42504027877421335,1.1100000000000003,-0.4800000000000004,1,33.42998299709744,0
2023-03-14,0.016530012837508767,0.013914253847992147,0.012395055214789284,0.010364522590163993,0.012820026492103174,-0.011431910794324596,-0.05111051911699216,0.021620131337792614,0.06035304503737193,23.729999542236328,0.2113322796019239,1.1100000000000003,-0.56,1,42.7937017278194,0
2023-03-15,-0.006254344357923047,0.013670384533157625,0.012478114864447666,0.010383449113381349,0.012815211168126702,-0.013831766762544717,-0.05661109576895684,0.017911696721032655,0.061241867603264444,26.139999389648438,0.3678701493860155,1.1100000000000003,-0.4200000000000004,1,38.04127375398611,0
